iter,tau_e,Re_B,Re_T,Re_L,lambda_t,eta_cell,eta_domain,kmax_eta_cell,kmax_eta_domain,L_TKE,ils,eps0,TKE,u_rms,frac_x,frac_y,frac_z
139000,  2.329304E+03,  5.040642E+02,  5.847746E+01,  1.325456E+02,  1.484953E+01,  9.867236E-01,  4.843568E-02,  3.099884E+00,  3.099884E+00,  1.063523E+02,  3.365808E+01,  5.211701E-08,  3.131969E-04,  1.444984E-02,  3.187546E-01,  3.459775E-01,  3.352680E-01
140000,  2.364689E+03,  4.926042E+02,  5.670872E+01,  1.285102E+02,  1.473539E+01,  9.942920E-01,  4.880720E-02,  3.123661E+00,  3.123661E+00,  1.023428E+02,  3.339254E+01,  5.054820E-08,  2.991176E-04,  1.412132E-02,  3.386874E-01,  3.351834E-01,  3.261292E-01
141000,  2.359732E+03,  4.813163E+02,  5.593491E+01,  1.224309E+02,  1.487519E+01,  1.010644E+00,  4.960986E-02,  3.175031E+00,  3.175031E+00,  1.019039E+02,  3.255896E+01,  4.735537E-08,  2.855662E-04,  1.379773E-02,  3.530430E-01,  3.139154E-01,  3.330415E-01
142000,  2.351898E+03,  4.691143E+02,  5.342568E+01,  1.159159E+02,  1.457744E+01,  1.013406E+00,  4.974546E-02,  3.183709E+00,  3.183709E+00,  9.538433E+01,  3.162820E+01,  4.684116E-08,  2.712708E-04,  1.344795E-02,  3.738595E-01,  3.026630E-01,  3.234775E-01
143000,  2.405270E+03,  4.557308E+02,  5.120938E+01,  1.118788E+02,  1.438305E+01,  1.021300E+00,  5.013297E-02,  3.208510E+00,  3.208510E+00,  9.020824E+01,  3.142313E+01,  4.540958E-08,  2.560133E-04,  1.306428E-02,  3.688593E-01,  3.199290E-01,  3.112117E-01
144000,  2.512095E+03,  4.452025E+02,  5.043013E+01,  1.115112E+02,  1.449915E+01,  1.037468E+00,  5.092658E-02,  3.259301E+00,  3.259301E+00,  8.955260E+01,  3.206055E+01,  4.264450E-08,  2.443210E-04,  1.276247E-02,  3.401604E-01,  3.400660E-01,  3.197736E-01
145000,  2.601033E+03,  4.392244E+02,  5.020650E+01,  1.123792E+02,  1.463132E+01,  1.049254E+00,  5.150514E-02,  3.296329E+00,  3.296329E+00,  8.996823E+01,  3.274987E+01,  4.076042E-08,  2.378037E-04,  1.259110E-02,  3.114775E-01,  3.541257E-01,  3.343968E-01
146000,  2.696513E+03,  4.379884E+02,  5.215318E+01,  1.158497E+02,  1.524152E+01,  1.072420E+00,  5.264230E-02,  3.369107E+00,  3.369107E+00,  9.735416E+01,  3.385652E+01,  3.735096E-08,  2.364672E-04,  1.255567E-02,  3.059366E-01,  3.420354E-01,  3.520279E-01
147000,  2.747951E+03,  4.410938E+02,  5.497766E+01,  1.197397E+02,  1.595384E+01,  1.093325E+00,  5.366847E-02,  3.434782E+00,  3.434782E+00,  1.074230E+02,  3.474699E+01,  3.457517E-08,  2.398323E-04,  1.264469E-02,  3.188539E-01,  3.199099E-01,  3.612362E-01
148000,  2.789087E+03,  4.463159E+02,  5.752304E+01,  1.244268E+02,  1.649717E+01,  1.105263E+00,  5.425448E-02,  3.472287E+00,  3.472287E+00,  1.162243E+02,  3.568466E+01,  3.310539E-08,  2.455446E-04,  1.279439E-02,  3.114285E-01,  3.431168E-01,  3.454547E-01
149000,  2.753688E+03,  4.514884E+02,  5.980969E+01,  1.257116E+02,  1.695645E+01,  1.114105E+00,  5.468852E-02,  3.500066E+00,  3.500066E+00,  1.242087E+02,  3.564008E+01,  3.206685E-08,  2.512690E-04,  1.294267E-02,  2.933459E-01,  3.898163E-01,  3.168379E-01
150000,  2.664145E+03,  4.543535E+02,  5.989305E+01,  1.231723E+02,  1.687301E+01,  1.107851E+00,  5.438152E-02,  3.480417E+00,  3.480417E+00,  1.237698E+02,  3.469996E+01,  3.279712E-08,  2.544682E-04,  1.302480E-02,  3.060215E-01,  3.873276E-01,  3.066508E-01
151000,  2.580520E+03,  4.535497E+02,  5.760228E+01,  1.188842E+02,  1.625641E+01,  1.088384E+00,  5.342592E-02,  3.419259E+00,  3.419259E+00,  1.146859E+02,  3.355130E+01,  3.520734E-08,  2.535686E-04,  1.300176E-02,  3.260028E-01,  3.731635E-01,  3.008337E-01
152000,  2.528600E+03,  4.495255E+02,  5.590123E+01,  1.144342E+02,  1.591758E+01,  1.081791E+00,  5.310231E-02,  3.398548E+00,  3.398548E+00,  1.089793E+02,  3.258455E+01,  3.607342E-08,  2.490888E-04,  1.288640E-02,  3.242077E-01,  3.823022E-01,  2.934901E-01
153000,  2.491407E+03,  4.445298E+02,  5.384915E+01,  1.102589E+02,  1.550558E+01,  1.073682E+00,  5.270424E-02,  3.373071E+00,  3.373071E+00,  1.022615E+02,  3.174847E+01,  3.717568E-08,  2.435833E-04,  1.274319E-02,  3.256595E-01,  3.750981E-01,  2.992425E-01
154000,  2.509823E+03,  4.394549E+02,  5.199147E+01,  1.085523E+02,  1.514355E+01,  1.067183E+00,  5.238523E-02,  3.352655E+00,  3.352655E+00,  9.642851E+01,  3.161801E+01,  3.808955E-08,  2.380533E-04,  1.259771E-02,  3.307835E-01,  3.493220E-01,  3.198945E-01
155000,  2.561199E+03,  4.338091E+02,  4.976028E+01,  1.079464E+02,  1.468230E+01,  1.057620E+00,  5.191582E-02,  3.322613E+00,  3.322613E+00,  8.947929E+01,  3.185072E+01,  3.948591E-08,  2.319760E-04,  1.243586E-02,  3.348629E-01,  3.315002E-01,  3.336369E-01
